Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
2030,France,floor area in commercial and public buildings,938280.0,0.013468988665562474,1000m2,1000m2 / capita,1
2035,France,floor area in commercial and public buildings,938280.0,0.01322032512995396,1000m2,1000m2 / capita,1
2040,France,floor area in commercial and public buildings,938280.0,0.013009418733404833,1000m2,1000m2 / capita,1
2045,France,floor area in commercial and public buildings,938280.0,0.012852541324222666,1000m2,1000m2 / capita,1
2050,France,floor area in commercial and public buildings,938280.0,0.012738075095885622,1000m2,1000m2 / capita,1
1990,France,average distance travelled,709220150487.4912,12223.2915180211,pkm,pkm / capita,1
1991,France,average distance travelled,712782164315.3408,12223.2915180211,pkm,pkm / capita,1
1992,France,average distance travelled,716344178143.1904,12223.2915180211,pkm,pkm / capita,1
1993,France,average distance travelled,719779876476.4927,12223.2915180211,pkm,pkm / capita,1
1994,France,average distance travelled,722449333334.4049,12223.2915180211,pkm,pkm / capita,1
1995,France,average distance travelled,725026235428.9426,12223.2915180211,pkm,pkm / capita,1
1996,France,average distance travelled,738162220143.234,12401.44042396808,pkm,pkm / capita,1
1997,France,average distance travelled,751333408039.9882,12579.58932991506,pkm,pkm / capita,1
1998,France,average distance travelled,764633561268.756,12757.73823586204,pkm,pkm / capita,1
1999,France,average distance travelled,778203993504.7936,12935.88714180902,pkm,pkm / capita,1
2000,France,average distance travelled,793989601020.18,13114.036047756,pkm,pkm / capita,1
2001,France,average distance travelled,808552370601.924,13259.4531539412,pkm,pkm / capita,1
2002,France,average distance travelled,823381233433.3334,13404.8702601264,pkm,pkm / capita,1
2003,France,average distance travelled,838276170054.7891,13550.2873663116,pkm,pkm / capita,1
2004,France,average distance travelled,853136123665.5486,13695.7044724968,pkm,pkm / capita,1
2005,France,average distance travelled,868846925512.7999,13841.121578682,pkm,pkm / capita,1
2006,France,average distance travelled,887218004266.6458,14031.6799909828,pkm,pkm / capita,1
2007,France,average distance travelled,906476197511.5536,14242.6784780808,pkm,pkm / capita,1
2008,France,average distance travelled,917923044023.0376,14340.935776125,pkm,pkm / capita,1
2009,France,average distance travelled,911880884949.114,14170.5933550119,pkm,pkm / capita,1
2010,France,average distance travelled,924444231693.7935,14297.256228811,pkm,pkm / capita,1
2011,France,average distance travelled,937060774934.6188,14421.0406193532,pkm,pkm / capita,1
2012,France,average distance travelled,944172857295.3558,14464.1007274395,pkm,pkm / capita,1
2013,France,average distance travelled,951597856963.1189,14505.9874979801,pkm,pkm / capita,1
2014,France,average distance travelled,959776663659.799,14554.8023646169,pkm,pkm / capita,1
2015,France,average distance travelled,967258006732.8405,14554.8023646169,pkm,pkm / capita,1
2020,France,average distance travelled,967853420442.9998,14461.510023493658,pkm,pkm / capita,1
2025,France,average distance travelled,992187048518.4695,14526.486305381855,pkm,pkm / capita,1
2030,France,average distance travelled,1016712499317.3564,14594.885460034498,pkm,pkm / capita,1
2035,France,average distance travelled,1037094748939.0864,14612.620722537727,pkm,pkm / capita,1
2040,France,average distance travelled,1049774869845.2269,14555.31489280611,pkm,pkm / capita,1
2045,France,average distance travelled,1053055436716.0441,14424.733040340094,pkm,pkm / capita,1
2050,France,average distance travelled,1048209231786.4464,14230.472684802333,pkm,pkm / capita,1
1990,France,average distance travelled car,729880773604.2338,12579.373926461303,pkm,pkm / capita,1
1991,France,average distance travelled car,730112831276.5682,12520.490024204682,pkm,pkm / capita,1
1992,France,average distance travelled car,730718021589.653,12468.558645250254,pkm,pkm / capita,1
1993,France,average distance travelled car,730867732778.8813,12411.58533439935,pkm,pkm / capita,1
1994,France,average distance travelled car,731259361166.8939,12372.350467222936,pkm,pkm / capita,1
1995,France,average distance travelled car,731683138476.6221,12335.520927913902,pkm,pkm / capita,1
1996,France,average distance travelled car,731768735056.1407,12294.027145090533,pkm,pkm / capita,1
1997,France,average distance travelled car,732080126116.949,12257.231269893828,pkm,pkm / capita,1
1998,France,average distance travelled car,732674248545.2915,12224.50432281293,pkm,pkm / capita,1
1999,France,average distance travelled car,733186502033.139,12187.572825839005,pkm,pkm / capita,1
2000,France,average distance travelled car,733134941395.1685,12108.921876271983,pkm,pkm / capita,1
2001,France,average distance travelled car,742861528534.5139,12182.1888050811,pkm,pkm / capita,1
2002,France,average distance travelled car,752014195353.4551,12242.995483941419,pkm,pkm / capita,1
2003,France,average distance travelled car,761079298890.1204,12302.441101049131,pkm,pkm / capita,1
2004,France,average distance travelled car,770007195214.1968,12361.205550691246,pkm,pkm / capita,1
2005,France,average distance travelled car,778720019091.8859,12405.359498329228,pkm,pkm / capita,1
2006,France,average distance travelled car,782289116884.1962,12372.190933637308,pkm,pkm / capita,1
2007,France,average distance travelled car,783498630891.1842,12310.438066033623,pkm,pkm / capita,1
2008,France,average distance travelled car,783474788854.5082,12240.417867637285,pkm,pkm / capita,1
2009,France,average distance travelled car,783912357293.6267,12181.967430753495,pkm,pkm / capita,1
2010,France,average distance travelled car,785528508384.6937,12148.815444317384,pkm,pkm / capita,1
2011,France,average distance travelled car,792522062037.4554,12196.6399128948,pkm,pkm / capita,1
2012,France,average distance travelled car,799527875590.9661,12248.235730976814,pkm,pkm / capita,1
2013,France,average distance travelled car,806566887286.0194,12295.161341151677,pkm,pkm / capita,1
2014,France,average distance travelled car,813805395909.8993,12341.180140347606,pkm,pkm / capita,1
2015,France,average distance travelled car,821379785985.0219,12359.701721864714,pkm,pkm / capita,1
2020,France,average distance travelled car,820230119436.746,12255.746421164282,pkm,pkm / capita,1
2025,France,average distance travelled car,825994823757.4889,12093.286758324486,pkm,pkm / capita,1
2030,France,average distance travelled car,645104309653.0476,9260.458109330266,pkm,pkm / capita,1
2035,France,average distance travelled car,453911844957.42914,6395.59851075848,pkm,pkm / capita,1
2040,France,average distance travelled car,444924941099.32806,6168.96327716315,pkm,pkm / capita,1
2045,France,average distance travelled car,445329397914.266,6100.11349446253,pkm,pkm / capita,1
2050,France,average distance travelled car,442611611724.6504,6008.888549750145,pkm,pkm / capita,1
1990,France,average distance travelled plane,69079227416.19771,1190.5690129749812,pkm,pkm / capita,1
1991,France,average distance travelled plane,69079227416.19772,1184.6193364825856,pkm,pkm / capita,1
1992,France,average distance travelled plane,69079227416.19772,1178.728829396695,pkm,pkm / capita,1
1993,France,average distance travelled plane,69079227416.19771,1173.1024472110767,pkm,pkm / capita,1
1994,France,average distance travelled plane,69079227416.19772,1168.767822998348,pkm,pkm / capita,1
1995,France,average distance travelled plane,69079227416.19772,1164.613766077455,pkm,pkm / capita,1
1996,France,average distance travelled plane,69079227416.19772,1160.560510898928,pkm,pkm / capita,1
1997,France,average distance travelled plane,69079227416.19772,1156.5947990926109,pkm,pkm / capita,1
1998,France,average distance travelled plane,69079227416.19772,1152.5713041539836,pkm,pkm / capita,1
1999,France,average distance travelled plane,69079227416.19772,1148.2864353789632,pkm,pkm / capita,1
2000,France,average distance travelled plane,69079227416.19771,1140.956351724469,pkm,pkm / capita,1
2001,France,average distance travelled plane,67568407017.221085,1108.0545430400634,pkm,pkm / capita,1
2002,France,average distance travelled plane,66057586618.2445,1075.4354633786113,pkm,pkm / capita,1
2003,France,average distance travelled plane,64546766219.26787,1043.3640631583846,pkm,pkm / capita,1
2004,France,average distance travelled plane,63035945820.29124,1011.9389639600739,pkm,pkm / capita,1
2005,France,average distance travelled plane,61525125421.31461,980.1228687060925,pkm,pkm / capita,1
2006,France,average distance travelled plane,62856495269.395775,994.0986575265819,pkm,pkm / capita,1
2007,France,average distance travelled plane,64187865117.476944,1008.528549974408,pkm,pkm / capita,1
2008,France,average distance travelled plane,65519234965.558105,1023.6230007080314,pkm,pkm / capita,1
2009,France,average distance travelled plane,66850604813.63927,1038.8557891566577,pkm,pkm / capita,1
2010,France,average distance travelled plane,68181974661.72046,1054.4877976455455,pkm,pkm / capita,1
2011,France,average distance travelled plane,69673744480.18333,1072.2547844575663,pkm,pkm / capita,1
2012,France,average distance travelled plane,71165514298.64621,1090.2083862951542,pkm,pkm / capita,1
2013,France,average distance travelled plane,72657284117.10912,1107.5746412497665,pkm,pkm / capita,1
2014,France,average distance travelled plane,74149053935.57199,1124.4541218998734,pkm,pkm / capita,1
2015,France,average distance travelled plane,75640823754.03485,1138.2043185721375,pkm,pkm / capita,1
2020,France,average distance travelled plane,75687385874.16971,1130.90873716223,pkm,pkm / capita,1
2025,France,average distance travelled plane,77447295533.91566,1133.8961535954222,pkm,pkm / capita,1
2030,France,average distance travelled plane,79160156824.04745,1136.3423019005447,pkm,pkm / capita,1
2035,France,average distance travelled plane,80525189686.51022,1134.5964837861625,pkm,pkm / capita,1
2040,France,average distance travelled plane,81359711789.66527,1128.0668443331303,pkm,pkm / capita,1
2045,France,average distance travelled plane,81634866455.7202,1118.2328245508193,pkm,pkm / capita,1
2050,France,average distance travelled plane,81262984872.83456,1103.225054169314,pkm,pkm / capita,1
1990,France,transported goods,618.1660790143243,1.0653989716945329e-05,km,km / capita,1
1991,France,transported goods,618.1660790143243,1.0600748122818212e-05,km,km / capita,1
1992,France,transported goods,618.1660790143243,1.0548036015215264e-05,km,km / capita,1
1993,France,transported goods,618.1660790143243,1.0497687469859298e-05,km,km / capita,1
1994,France,transported goods,618.1660790143243,1.0458898419173494e-05,km,km / capita,1
1995,France,transported goods,618.1660790143243,1.0421725202638811e-05,km,km / capita,1
1996,France,transported goods,618.1660790143243,1.038545402598163e-05,km,km / capita,1
1997,France,transported goods,618.1660790143243,1.0349966244639752e-05,km,km / capita,1
1998,France,transported goods,618.1660790143243,1.031396138206131e-05,km,km / capita,1
1999,France,transported goods,618.1660790143243,1.027561757555365e-05,km,km / capita,1
2000,France,transported goods,618.1660790143243,1.0210023195867767e-05,km,km / capita,1
2001,France,transported goods,618.1660790143243,1.0137307692195695e-05,km,km / capita,1
2002,France,transported goods,618.1660790143243,1.0063911772491216e-05,km,km / capita,1
2003,France,transported goods,618.1660790143243,9.992325095204253e-06,km,km / capita,1
2004,France,transported goods,618.1660790143243,9.923644888844572e-06,km,km / capita,1
2005,France,transported goods,618.1660790143243,9.847663154708782e-06,km,km / capita,1
2006,France,transported goods,614.299972564954,9.71538065283714e-06,km,km / capita,1
2007,France,transported goods,608.6895439733177,9.56381369039874e-06,km,km / capita,1
2008,France,transported goods,598.5332992298407,9.35103183215425e-06,km,km / capita,1
2009,France,transported goods,567.519681284394,8.819233692891676e-06,km,km / capita,1
2010,France,transported goods,573.9125781895629,8.87600885158814e-06,km,km / capita,1
2011,France,transported goods,573.9125781895629,8.832315708238746e-06,km,km / capita,1
2012,France,transported goods,573.9125781895629,8.791959306537847e-06,km,km / capita,1
2013,France,transported goods,573.9125781895629,8.748620673358646e-06,km,km / capita,1
2014,France,transported goods,573.9125781895629,8.703258233290082e-06,km,km / capita,1
2015,France,transported goods,573.9125781895629,8.635942108488542e-06,km,km / capita,1
2020,France,transported goods,573.9125781895629,8.57530936688594e-06,km,km / capita,1
2025,France,transported goods,542.3473863891371,7.940440154812992e-06,km,km / capita,1
2030,France,transported goods,510.7821945887116,7.332267115878504e-06,km,km / capita,1
2035,France,transported goods,479.2170027882841,6.752147103916922e-06,km,km / capita,1
2040,France,transported goods,447.651810987859,6.20677181215421e-06,km,km / capita,1
2045,France,transported goods,447.651810987859,6.131925863904774e-06,km,km / capita,1
2050,France,transported goods,447.651810987859,6.077314218754044e-06,km,km / capita,1
1990,France,meat consumption,9612712290184.5,165673.5,kcal,kcal / capita,1
1991,France,meat consumption,9733358513965.5,166914.5,kcal,kcal / capita,1
1992,France,meat consumption,9927456642421.5,169396.5,kcal,kcal / capita,1
1993,France,meat consumption,9810646036598.25,166604.25,kcal,kcal / capita,1
1994,France,meat consumption,9737008213680.0,164742.75,kcal,kcal / capita,1
1995,France,meat consumption,9826946681116.5,165673.5,kcal,kcal / capita,1
1996,France,meat consumption,9879734064673.75,165983.75,kcal,kcal / capita,1
1997,France,meat consumption,9932139633484.0,166294.0,kcal,kcal / capita,1
1998,France,meat consumption,10357302352877.002,172809.25000000003,kcal,kcal / capita,1
1999,France,meat consumption,10339958414240.5,171878.5,kcal,kcal / capita,1
2000,France,meat consumption,10274898912298.502,169706.75000000003,kcal,kcal / capita,1
2001,France,meat consumption,10310763700918.752,169086.25000000003,kcal,kcal / capita,1
2002,France,meat consumption,10138221413908.0,165053.0,kcal,kcal / capita,1
2003,France,meat consumption,10114886650154.0,163501.75,kcal,kcal / capita,1
2004,France,meat consumption,9257234361949.75,148609.75,kcal,kcal / capita,1
2005,France,meat consumption,9172858254142.5,146127.75,kcal,kcal / capita,1
2006,France,meat consumption,8396073542745.002,132787.00000000003,kcal,kcal / capita,1
2007,France,meat consumption,8174794906327.499,128443.49999999999,kcal,kcal / capita,1
2008,France,meat consumption,9551809413188.25,149230.25,kcal,kcal / capita,1
2009,France,meat consumption,9583035655920.0,148920.0,kcal,kcal / capita,1
2010,France,meat consumption,9608936425446.0,148609.75,kcal,kcal / capita,1
2011,France,meat consumption,9515353945798.0,146438.0,kcal,kcal / capita,1
2012,France,meat consumption,9437517732699.5,144576.5,kcal,kcal / capita,1
2013,France,meat consumption,9240038898725.0,140853.5,kcal,kcal / capita,1
2014,France,meat consumption,9569504694514.812,145119.4375,kcal,kcal / capita,1
2015,France,meat consumption,9586109531498.766,144246.859375,kcal,kcal / capita,1
2020,France,meat consumption,9426784722680.992,140853.5,kcal,kcal / capita,1
2025,France,meat consumption,7312664668758.81,107063.80750000001,kcal,kcal / capita,1
2030,France,meat consumption,6388364170831.881,91704.82650000001,kcal,kcal / capita,1
2035,France,meat consumption,5418468623159.307,76345.99150000002,kcal,kcal / capita,1
